prop_id,srch_id
88644,15600
95763,149428
11522,174561
39561,329278
54247,154528
8139,56918
48504,124556
68729,58201
101728,44414
62152,323020
20772,312278
131875,134924
123596,226054
69370,218179
48647,103009
73661,91418
101252,223536
139133,169608
59276,42028
115319,57966
41560,224392
61553,89944
32848,6845
36904,126075
124635,280098
2916,330968
132469,93571
44684,225213
9214,90242
2957,128534
139044,28758
57268,246136
136787,317315
43723,243986
23268,171793
61427,204011
73476,266397
49502,294993
45365,319420
140687,300028
25653,182313
43555,84479
78685,212593
21084,252060
19653,151839
108279,157237
29324,176569
99711,93811
95848,293914
137289,190049
11112,320420
87788,181070
94261,64132
27645,101346
62823,109480
55035,28990
57568,205090
65855,54110
48797,28815
117062,1310
100874,159314
65581,285691
94837,136165
114250,133735
73134,176402
4700,40382
84469,158731
37581,3253
134154,100052
50016,160791
78276,169827
63604,212625
