prop_id,srch_id
122757,68751
6435,244318
104293,327520
18287,105281
39470,179288
41573,191309
123201,204912
98784,319182
15808,190906
34450,144805
29643,93813
46899,310967
95763,149428
111416,83964
94313,77292
63894,138235
71135,24749
80605,173717
132577,104951
125992,196319
96554,178966
101621,93573
119322,74475
135247,233544
85116,174409
78578,108079
11302,155584
50284,132661
60003,56043
42087,224216
20633,231500
32740,2631
2194,201899
16649,222808
15941,314006
103353,81935
110636,289988
121115,126975
3065,150552
107596,272394
42000,136701
82910,81491
139428,24656
24092,214390
50016,88470
44045,61623
3583,257553
73855,188585
105804,302325
30451,250036
108570,191195
33326,33171
83145,141922
37798,128613
51371,311808
11244,307370
7812,15073
97878,176623
80869,278851
94897,239738
46666,12800
110642,209356
83979,195826
57125,41224
134421,272888
22285,36717
123596,226054
78360,72403
12495,134645
118928,230132
43263,328613
91102,113932
105779,79937
110565,205065
63374,240789
34009,328861
70591,87611
118188,241937
77795,261161
31962,260632
91464,304132
100892,95937
125311,327674
99711,93811
96926,29698
87326,30610
8898,226219
47912,281482
74461,219683
118661,332134
45851,286478
118614,266987
134833,274419
46501,164013
125378,31476
68308,27826
89672,22746
118153,214544
40491,31476
48504,124556
5739,163391
34241,326187
72262,4528
107606,238044
139492,221404
109958,45086
69092,191986
41573,169
36441,261208
22300,123628
77964,208573
92526,265292
21198,26378
61745,133513
130349,209264
28444,288098
26357,45086
72189,183797
44375,218606
78621,57262
105062,31739
12518,243994
27142,84979
78725,15103
56965,27186
48364,138027
67428,92185
44484,241149
103209,145076
38947,4887
10214,86503
23212,329364
21198,227812
80800,156405
133425,83283
99931,291996
3005,28178
38,159220
128261,101672
122427,187983
95519,128838
99430,250510
54071,105526
94381,271737
101111,81490
62894,188906
127495,268833
3704,12606
69607,221701
46691,104570
79209,152587
35223,208194
80046,152528
57978,316722
89300,301520
102234,9947
117218,179100
35936,224931
47877,83740
28908,18818
138040,267111
6254,316480
81963,287038
78497,283606
93741,74673
48530,153827
15716,265281
8791,6784
40978,104204
19233,145390
73620,271128
12587,104628
4304,127497
100874,159314
13600,204165
78474,213080
103935,134744
119631,157522
13508,10822
62328,308251
133451,320101
98719,258553
20772,312278
126462,295709
132592,325503
137095,250868
59098,24574
102466,132424
5439,213877
71699,273839
64949,196372
77465,207461
128587,24948
126011,85588
25764,205712
115622,216210
39764,266876
133311,251259
99063,10914
13443,175066
78400,24411
106019,104177
22160,87089
96715,252674
110879,61715
16499,187033
71987,54428
19898,26680
41740,278665
1833,94466
4988,127590
20015,302193
108651,223965
68936,212958
80493,167205
103757,239404
19585,164823
89678,141167
39561,329278
36569,104715
63443,12056
90770,293424
80400,44532
72900,14247
4829,175882
116942,171349
76384,140643
39526,81660
57600,185296
6031,56071
94586,86111
51178,160034
116859,224325
31573,37472
23268,171793
18420,34642
78497,15725
130658,310541
93872,17027
112345,74008
70683,158899
82620,241325
47556,85976
56562,161169
41279,92766
3064,207641
26739,200507
114353,129151
127924,315710
128036,174091
21281,59301
78739,302786
16029,47802
26712,7701
85576,251615
60772,92881
71558,79713
122871,207060
112828,290248
55053,169324
94261,64132
114663,50145
75952,53275
57268,246136
18716,184485
119207,62251
95215,278807
97590,12329
34020,261092
120695,19066
9665,177226
8909,77410
12169,116737
67545,296497
108213,140069
114825,48424
61594,280860
63852,4047
123948,259508
116747,16913
62404,36208
139165,266517
107235,13224
65623,51869
123835,93142
35010,73803
35502,311910
82078,211380
10136,134849
128660,79716
83465,101699
38161,181111
107744,245454
3632,121256
25168,61696
78574,147936
54116,153351
88644,15600
5138,240925
99889,291285
27002,168220
4780,53372
41326,263991
67617,36604
84413,34499
108069,222667
115544,172943
118112,64114
53889,251603
59374,152073
82210,324546
94632,251533
35223,38807
10805,97785
100547,155228
38537,177210
93726,21579
8962,302728
52933,133721
131697,48743
77247,142001
108589,34257
45966,138676
9545,42997
122869,134696
87127,77052
89410,35664
64513,94278
127850,267047
86858,316244
40974,156649
20817,199152
60207,252592
55669,37504
124778,121692
62740,324843
125053,256155
13120,44771
59781,4962
80516,219612
47047,71720
62152,323020
125881,153576
22308,275902
95512,46550
118588,268731
19210,59711
109160,166547
71658,698
122621,21656
42202,163598
5847,327244
49803,300961
57125,92032
11473,298767
83870,270735
73307,224603
3709,178714
59204,267029
39614,107073
137289,190049
39004,17074
75778,323017
121049,241074
140130,125680
68420,6980
92908,89511
89808,95830
40974,109057
34677,122662
42547,197562
30304,257258
115874,262405
48366,7365
88081,220468
70750,202428
32948,99746
64863,330445
97982,295226
120825,308108
40441,117420
94751,52173
21084,252060
84271,113748
134909,233423
70803,105245
90017,226986
30325,322819
14466,253964
40600,220632
61720,83468
56163,281851
68317,318361
21731,220849
44960,236071
109534,160607
116747,34360
20592,122377
137359,145684
140761,308309
102345,223405
91734,9295
110320,219934
110202,241445
54247,154528
76288,180047
113035,127645
5380,305075
25779,63602
38835,44927
36099,81284
12641,299209
57469,73449
114420,263951
28726,212163
15650,189256
75795,54102
63064,215490
60170,294238
4398,8723
23256,11855
35158,71015
135096,272630
48625,259058
137083,272590
108320,79073
114204,252840
71220,206016
92799,268092
106672,149487
5407,171440
112311,5904
16499,291953
132122,5269
57114,219822
16589,41635
39152,138194
61011,24862
130594,293360
136259,317304
68364,305374
38419,76948
131892,181818
75353,163365
20587,1147
41278,41106
114648,122577
57568,205090
96728,200867
60949,295225
132229,220884
12345,101363
104364,70320
57952,57676
39292,72007
85204,170683
40184,324662
39131,247541
23720,57626
5909,296966
89396,247589
102344,124254
118822,163788
24437,110598
140809,280985
76443,331795
99735,41762
31135,136990
4256,89667
98769,65252
128724,201589
72459,83825
44060,152904
19157,18579
93378,285623
8409,89070
59657,190370
119306,250197
32848,6845
108827,199291
21386,189489
115319,57966
36952,189192
120763,97213
36010,302065
62823,109480
128154,136320
37818,164570
101096,107
4867,93353
135774,65438
129488,227160
87788,53791
101241,104129
79958,101077
63848,113448
23072,193228
85141,298288
95628,303643
66608,139983
134845,186031
117971,64127
22297,272871
8650,28540
58733,292674
90472,155673
62131,73701
63494,192731
136787,317315
81862,321918
81879,318781
41560,224392
27867,285518
75291,154532
107126,284323
106660,155873
74048,136624
76830,18408
32798,130789
125611,66273
93502,15046
117062,1310
97416,190373
103862,100739
133848,176833
20692,9638
42998,153440
111368,226185
131379,238389
114847,8246
48407,84436
75576,118655
28818,57700
134971,119576
104259,32740
128682,314652
35479,300879
123948,161299
135423,4129
55701,231810
12231,119635
36952,199537
82665,122176
131978,238575
127959,57173
11522,174561
88634,99948
125337,233376
38758,1716
93734,283986
66528,58860
69638,292040
33439,49021
47836,128802
24545,85758
109576,144501
120968,318214
96565,50974
24079,292208
55925,63334
79737,2452
69649,69207
98719,305542
52819,189724
5961,129864
137991,251076
56796,21524
36822,71293
89202,22428
89667,294632
115123,118195
138282,327305
127808,22049
121053,261410
61427,204011
140687,300028
56691,63038
73476,266397
94837,136165
43535,231247
36904,126075
11524,109498
46569,183109
52279,11289
130706,20518
94465,290271
8139,56918
10583,242954
78838,50997
61553,89944
131880,101136
101164,203849
10107,321685
64446,85557
73851,31852
94554,223759
122761,308894
1162,7859
123667,207756
112479,299604
40479,301064
49905,263627
131875,134924
114250,133735
14260,167454
43723,243986
138313,75871
25980,187003
121675,82788
11331,53074
126620,286248
113035,176261
126657,201234
26143,112024
101317,99361
96513,77667
13293,216016
118881,243270
34782,59966
98259,256060
24978,316111
23254,210840
74086,295741
91482,146289
108094,149029
40871,168012
789,7344
69031,61444
71636,322499
55035,28990
15869,38683
86447,287603
124046,126659
19653,151839
71069,18608
11147,131473
69837,171129
35386,88608
120539,310142
29324,176569
27302,106425
60333,278227
75955,128240
7997,115385
112073,142704
19748,110830
4700,40382
89796,327639
116077,68214
126798,249603
73661,91418
15390,218475
116206,256157
139893,331478
2922,293230
101728,44414
110940,274010
59780,314181
121275,65940
73077,199661
32880,243095
9545,308361
52829,152080
76398,205597
134877,316053
48797,28815
133324,274005
73871,225037
959,176199
109446,164165
9434,79513
135332,201891
43555,84479
48647,103009
77995,8701
119368,278047
99125,184296
71438,235264
82892,192487
76084,27175
20406,247564
59809,212489
138259,65179
42226,96243
96442,109553
115970,108948
139133,169608
45188,46629
101252,223536
83507,220436
120872,231020
52234,16436
62284,75258
73320,318680
68795,121812
50638,15173
57109,329817
37581,3253
13134,156222
63916,100201
9214,90242
140566,30650
72987,272525
87788,181070
55945,307378
68729,58201
2957,128534
57802,284646
88613,190420
66964,186750
103092,279751
45365,319420
65855,54110
2916,330968
95848,293914
101103,69213
108279,157237
49502,294993
27645,101346
73134,176402
50016,160791
63604,212625
84469,158731
134154,100052
78276,169827
